tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
HDB000ETT16000276,Provision Of Event Management Services For Community Event,Housing and Development Board,23/11/2016,Awarded to Suppliers,ALKALOM ECLAT PTE. LTD.,76538.5
HDB000ETT16000277,"Term Contract For Horticultural Maintenance, Turfing And Planting Works At HDB Hub For A Period Of Twenty-Four (24) Months",Housing and Development Board,11/11/2016,Awarded to Suppliers,KIM BOCK CONTRACTOR PRIVATE LIMITED,9500
HDB000ETT16000278,Quantity Surveying Consultancy Services For: A) Design And Build Of Upgrading Projects For G22A; B) Design And Build Of Upgrading Projects For G22G,Housing and Development Board,9/12/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000279,"Fire Reinstatement Works At Block 11, Toa Payoh Industrial Park",Housing and Development Board,23/11/2016,Awarded to Suppliers,LIONG CONSTRUCTION PTE LTD,299000
HDB000ETT16000280,Provision Of Enterprise Risk Management (ERM) Consultancy And Training Services For The Review Of The ERM Framework,Housing and Development Board,7/12/2016,Awarded to Suppliers,KPMG SERVICES PTE. LTD.,85000
HDB000ETT16000281,"Provision Of Conceptualisation And Event Management Services For ""Cool Ideas For Better HDB Living"" Exhibition 2016",Housing and Development Board,24/10/2016,Awarded to Suppliers,MILTON EXHIBITS (SINGAPORE) PTE. LTD.,225812.5
HDB000ETT16000282,Accredited Checking Services For Design & Build Of Upgrading Projects For G21C,Housing and Development Board,26/10/2016,Awarded to Suppliers,FONG CONSULT PTE. LTD.,3400
HDB000ETT16000283,Supply Of Ordinary Portland Cement To The HDB (Batch 30),Housing and Development Board,6/12/2016,Awarded to Suppliers,ENGRO CORPORATION LIMITED,70.1
HDB000ETT16000285,Supply Of Integrated Event Management Services For Chinese New Year (CNY) Celebrations 2017 At 22 HDB Shopping Centres,Housing and Development Board,31/10/2016,Awarded to Suppliers,EUREKA! CAMPAIGN ASSOCIATES PTE. LTD.,196030
HDB000ETT16000286,Term Contract For Maintenance Of Fire Protection & Mechanical Ventilation Systems At Various Industrial Estates For The Period 01 Feb 2017 To 31 Jan 2020 (East Zone),Housing and Development Board,30/11/2016,Awarded to Suppliers,J KEART ALLIANCES PTE. LTD.,458482.5
HDB000ETT16000287,Accredited Checking Services For Design & Build Of Upgrading Projects For G21E,Housing and Development Board,2/11/2016,Awarded to Suppliers,CKM CONSULTANTS PTE LTD,3600
HDB000ETT16000290,Accredited Checking Services For Design And Build Of Upgrading Projects For G21F,Housing and Development Board,31/10/2016,Awarded to Suppliers,SBT CONSULTANTS + accredited checkers,8800
HDB000ETT16000291,Quantity Surveying Consultancy Services For: A) Design And Build Of Upgrading Projects For G21A; B) Design And Build Of Upgrading Projects For G21E; C) Design And Build Of Upgrading Projects For G23C,Housing and Development Board,25/11/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000295,Electrical Improvement Works At Gourmet East Kitchen,Housing and Development Board,30/12/2016,Awarded to Suppliers,POWERSOFT ENGINEERING PTE. LTD.,917000
HDB000ETT16000296,Accredited Checking Services For Building Works At Bidadari Contract 8 And Contract 9,Housing and Development Board,26/10/2016,Awarded to Suppliers,KTP CONSULTANTS PTE LTD,43000
HDB000ETT16000300,Specialist Accredited Checking Services For Building Works At Bidadari Contract 8 And Contract 9,Housing and Development Board,10/11/2016,Awarded to Suppliers,TRITECH CONSULTANTS PTE. LTD.,7000
HDB000ETT16000305,Quantity Surveying Consultancy Services For: A) Design & Build Of Upgrading Projects For G22E & Contingency Works; B) Design & Build Of Upgrading Projects For G23A & Contingency Works; C) Design & Build Of Upgrading Projects For G23E & Contingency Works,Housing and Development Board,21/12/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000306,Quantity Surveying Consultancy Services For Design And Build Of Public Housing Project At Yishun N4 C22,Housing and Development Board,14/12/2016,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,0
HDB000ETT16000309,Term Contract For Cleaning And Conservancy Services And Related Works At HDB Properties,Housing and Development Board,13/12/2016,Awarded to Suppliers,CLEANMAGE PTE. LTD.,428.26
HDB000ETT16000310,Appointment Of Managing Agent Services At HDB Industrial Estates And Vacant Lands For A Period Of Three (3) Years,Housing and Development Board,15/12/2016,Awarded to Suppliers,E M SERVICES PRIVATE LIMITED,31925.14
HDB000ETT16000311,Accredited Checking Services For Project B,Housing and Development Board,8/11/2016,Awarded to Suppliers,ENGINEERS 2002 (PTE),17900
HDB000ETT16000314,Supply Of Hosting And Maintenance Services For BRI Web Portal,Housing and Development Board,1/12/2016,Awarded to Suppliers,BORWOOD TECHNOLOGIES (PTE.) LTD.,63672
HDB000ETT16000316,Maintenance Of Exhibition Space At My Nice Home Gallery For A Period Of Three Years,Housing and Development Board,7/12/2016,Awarded to Suppliers,Pico Art International Pte Ltd,6150
HDB000ETT16000317,Provision Of Security Transport Services For Hdb Branches/Service Centres For A Period Of Three (3) Years,Housing and Development Board,26/12/2016,Awarded to Suppliers,CERTIS CISCO SECURE LOGISTICS PTE. LTD.,91.5
HDB000ETT16000320,"Term Contract For The Design, Publication And Maintenance Of Websites",Housing and Development Board,23/12/2016,Awarded to Suppliers,CHUNG PRINTING PTE. LTD.,33300
HDB000ETT16000322,The Provision Of Off-Site Microfilming Bureau Services For A Period Of Twelve (12) Months From January 2017 To December 2017 With An Option To Extend For Another Year,Housing and Development Board,22/12/2016,Awarded to Suppliers,KODAK (SINGAPORE) PTE. LIMITED,470.5
HDB000ETT16000330,Accredited Checking Services For Building Project At Bedok Neighbourhood 2 Contract 11 With Community Club,Housing and Development Board,29/11/2016,Awarded to Suppliers,CKM CONSULTANTS PTE LTD,25300
HDB000ETT16000341,Accredited Checking Services For Building Works At Tampines Neighbourhood 8 Contract 32A,Housing and Development Board,20/12/2016,Awarded to Suppliers,ENGINEERS 2002 (PTE),14900
HDB000ETT16000342,Accredited Checking Services For Building Works At Clementi Neighbourhood 2 Contract 3,Housing and Development Board,19/12/2016,Awarded to Suppliers,PH CONSULTING PTE. LTD.,28000
HDB000ETT16000344,Specialist Accredited Checking Services For Building Works At Clementi Neighbourhood 2 Contract 3,Housing and Development Board,23/12/2016,Awarded to Suppliers,TRITECH CONSULTANTS PTE. LTD.,5000
HDB000ETT16000349,Specialist Accredited Checking Services For Building Works At Punggol East Contracts 48 & 49 And Common Green,Housing and Development Board,14/12/2016,Awarded to Suppliers,GEOALLIANCE CONSULTANTS PTE. LTD.,14500
HDB000ETT16000350,Accredited Checking Services For Building Works At Punggol East Contracts 48 & 49 And Common Green,Housing and Development Board,14/12/2016,Awarded to Suppliers,PH CONSULTING PTE. LTD.,33660
HLTHQ0ETT15000089,"THE PROVISION OF ELDERCARE SERVICES FOR THE ELDERCARE FACILITY AT HENDERSON ROAD, INCLUDING THE PROVISION OF (A) AN ESTIMATED 255 NH BEDS; (B) SCC FOR AN ESTIMATED 60 DAY-PLACES ; AND (C) HC SERVICES",Ministry of Health-Ministry Headquarter,25/4/2016,Awarded to Suppliers,ST ANDREW'S MISSION HOSPITAL,1
HLTHQ0ETT15000097,"PROPOSED REALIGNMENT OF 2ND HOSPITAL AVENUE, SERVICES DIVERSION AND RECONFIGURATION OF EXISTING CARPARKS AT HEALTH SCIENCES AUTHORITY (HSA) BUILDING AT TS22 ON LOT 00466A AND 00467K",Ministry of Health-Ministry Headquarter,13/4/2016,Awarded to Suppliers,G.T.H. ENGINEERING & CONSTRUCTION PTE LTD,4511833
HLTHQ0ETT15000101,"NOMINATED SUB-CONTRACT TENDER FOR SUPPLY AND INSTALLATION OF AUTOMATED GUIDED VEHICLE SYSTEM FOR PROPOSED DEVELOPMENT OF AN INTEGRATED REGIONAL HOSPITAL, A COMMUNITY HOSPITAL AND SPECIALIST OUTPATIENT CLINICS ON LOT 02019N PT & LOT 02466A PT MK21 AT SENGKANG EAST WAY / SENGKANG EAST ROAD / ANCHORVALE STREET (SENGKANG PLANNING AREA), SINGAPORE",Ministry of Health-Ministry Headquarter,27/7/2016,Awarded to Suppliers,SWISSLOG PTE. LTD.,6851386
HLTHQ0ETT15000103,"NOMINATED SUB-CONTRACT TENDER FOR SUPPLY AND INSTALLATION OF BUILT-IN FURNITURE AND FINISHES TO PODIUM, GENERAL HOSPITAL & COMMUNITY HOSPITAL AND LABORATORY FURNITURE (ID PACKAGE 2) FOR PROPOSED DEVELOPMENT OF AN INTEGRATED REGIONAL HOSPITAL, A COMMUNITY HOSPITAL AND SPECIALIST OUTPATIENT CLINICS ON LOT 02019N PT & LOT 02466A PT MK21 AT SENGKANG EAST WAY / SENGKANG EAST ROAD / ANCHORVALE STREET (SENGKANG PLANNING AREA), SINGAPORE",Ministry of Health-Ministry Headquarter,4/5/2016,Awarded to Suppliers,FALCON INCORPORATION PTE. LTD.,12720185.55
HLTHQ0ETT15000105,"Provision of services for the National Population Health Survey for health examination; laboratory investigations of blood and urine; serum separation and its temporary storage of blood serum over a period of 9 months. The health examination involves anthropometric measurements and collection of blood and urine samples in clinics located across the island. These samples will be transferred to a laboratory for laboratory investigation, serum separation and temporary storage of blood serum.",Ministry of Health-Ministry Headquarter,2/8/2016,Awarded to Suppliers,SATA COMMHEALTH,214312.5
HLTHQ0ETT15000109,"NOMINATED SUB-CONTRACT TENDER FOR SUPPLY AND DELIVERY OF IRONMONGERY FOR PROPOSED DEVELOPMENT OF AN INTEGRATED REGIONAL HOSPITAL, A COMMUNITY HOSPITAL AND SPECIALIST OUTPATIENT CLINICS ON LOT 02019N PT & LOT 02466A PT MK21 AT SENGKANG EAST WAY / SENGKANG EAST ROAD / ANCHORVALE STREET (SENGKANG PLANNING AREA), SINGAPORE",Ministry of Health-Ministry Headquarter,8/4/2016,Awarded to Suppliers,ASSA ABLOY Singapore Pte Ltd,2241199
HLTHQ0ETT15000113,"NOMINATED SUB-CONTRACT TENDER FOR SUPPLY AND DELIVERY OF SANITARY ACCESSORIES FOR PROPOSED DEVELOPMENT OF AN INTEGRATED REGIONAL HOSPITAL, A COMMUNITY HOSPITAL AND SPECIALIST OUTPATIENT CLINICS ON LOT 02019N PT & LOT 02466A PT MK21 AT SENGKANG EAST WAY / SENGKANG EAST ROAD / ANCHORVALE STREET (SENGKANG PLANNING AREA), SINGAPORE",Ministry of Health-Ministry Headquarter,27/4/2016,Awarded to Suppliers,SWISSWERKZ (S) PTE. LTD.,566700
HLTHQ0ETT15000116,"Provision of survey services for the National Population Health Survey for household and nutrition interviews over a period of 9 months (including preparation, fieldwork and reporting). The household interview asks questions about health conditions, lifestyle and dietary practices of members of the household. The nutrition interview assess the dietary habits and nutrient intakes of the population through a questionnaire and a record of food consumed the previous day.",Ministry of Health-Ministry Headquarter,2/8/2016,Awarded to Suppliers,IPSOS PTE. LTD.,2079681
HLTHQ0ETT15000117,"THE PROVISION OF ELDERCARE SERVICES AT THE ELDERCARE FACILITY AT MARGARET DRIVE, INCLUDING THE PROVISION OF (A) AN ESTIMATED 297 NH BEDS; (B) SCC FOR AN ESTIMATED 100 DAY-PLACES ; AND (C) HC SERVICES",Ministry of Health-Ministry Headquarter,3/6/2016,Awarded to Suppliers,ST ANDREW'S MISSION HOSPITAL,1
HLTHQ0ETT16000002,"Invitation to Tender for Nominated Sub-Contract Works for Supply and Installation of Lifts and Escalators to the Proposed 19-storey Community Hospital including the Campus Logistics Centre, Offices with 4 Basements on Lot 03337V MK01 (PT) at Singapore General Hospital along Jalan Bukit Merah & Kampong Bahru Road (Bukit Merah Planning Area)",Ministry of Health-Ministry Headquarter,28/6/2016,Awarded to Suppliers,KONE PTE LTD,11742100
HLTHQ0ETT16000003,"INVITATION TO TENDER FOR SPATIAL MOCK-UP WORKS TO THE MINISTRY OF HEALTH FOR MIXED-USE DEVELOPMENT ON PLOT H9A AT OUTRAM MEDICAL CAMPUS, SINGAPORE",Ministry of Health-Ministry Headquarter,1/5/2016,Awarded to No Suppliers,Unknown,0
HLTHQ0ETT16000005,THE SUPPLY AND INSTALLATION OF SECURITY SYSTEMS FOR NEW OFFICE PREMISES AT HARBOURFRONT CENTRE TO THE MINISTRY OF HEALTH,Ministry of Health-Ministry Headquarter,14/4/2016,Awarded to Suppliers,CERBERUS SECURITY PTE. LTD.,264950
HLTHQ0ETT16000006,THE SUPPLY AND INSTALLATION OF SYSTEM FURNITURE FOR NEW OFFICE PREMISES AT HARBOURFRONT CENTRE TO THE MINISTRY OF HEALTH,Ministry of Health-Ministry Headquarter,5/4/2016,Awarded to Suppliers,VCOP Pte Ltd,279685
HLTHQ0ETT16000007,"INVITATION TO TENDER FOR THE PROVISION OF INSTRUMENTATION AND MONITORING WORKS TO THE MINISTRY OF HEALTH FOR THE PROPOSED DEVELOPMENT OF THE INTEGRATED INTERMEDIATE CARE HUB (IICH) AT HEALTH CITY NOVENA, SINGAPORE",Ministry of Health-Ministry Headquarter,26/5/2016,Awarded to Suppliers,RYOBI GEOTECHNIQUE INTERNATIONAL PTE. LTD.,1131781.5
HLTHQ0ETT16000008,"Invitation to Tender for Nominated Sub-Contract Works for Supply and Installation of Interior Design Works with Loose Furniture to the Proposed 19-Storey Community Hospital including the Campus Logistics Centre, Offices with 4 Basements on Lot 03337V MK01 (PT) at Singapore General Hospital along Jalan Bukit Merah & Kampong Bahru Road (Bukit Merah Planning Area)",Ministry of Health-Ministry Headquarter,23/8/2016,Awarded to Suppliers,SHANGHAI CHONG KEE FURNITURE & CONSTRUCTION PTE LTD,19973956
HLTHQ0ETT16000009,"INVITATION TO TENDER FOR THE PROVISION OF TOPOGRAPHICAL, CADASTRAL AND MEASURED DRAWINGS SURVEY SERVICES TO THE MINISTRY OF HEALTH FOR THE PROPOSED REDEVELOPMENT OF THE ALEXANDRA HOSPITAL AT ALEXANDRA ROAD, SINGAPORE",Ministry of Health-Ministry Headquarter,13/5/2016,Awarded to Suppliers,CAK & FG SURVEY PTE. LTD.,102000
HLTHQ0ETT16000010,"Invitation to Tender for Nominated Sub-Contract Works for Supply and Installation of Air-Conditioning and Mechanical Ventilation System including clean room at Basement 2 - Pharmacy Department and Engineered Smoke Control System to the Proposed 19-Storey Community Hospital including the Campus Logistics Centre, Offices with 4 Basements on Lot 03337V MK01 (PT) at Singapore General Hospital along Jalan Bukit Merah & Kampong Bahru Road (Bukit Merah Planning Area)",Ministry of Health-Ministry Headquarter,31/8/2016,Awarded to Suppliers,Bintai Kindenko Pte Ltd,58428000
HLTHQ0ETT16000011,INVITATION TO TENDER FOR THE PROVISION OF MANAGING AGENT SERVICES TO MINISTRY OF HEALTH (MOH) FOR A PERIOD OF THREE (3) YEARS WITH AN OPTION TO EXTEND FOR A FURTHER PERIOD OF TWO (2) YEARS,Ministry of Health-Ministry Headquarter,11/7/2016,Awarded to Suppliers,CPG Facilities Management Pte Ltd,2260710
HLTHQ0ETT16000013,"NOMINATED SUB-CONTRACT TENDER FOR SUPPLY AND INSTALLATION OF SIGNAGE FOR PROPOSED DEVELOPMENT OF AN INTEGRATED REGIONAL HOSPITAL, A COMMUNITY HOSPITAL AND SPECIALIST OUTPATIENT CLINICS ON LOT 02019N PT & LOT 02466A PT MK21 AT SENGKANG EAST WAY / SENGKANG EAST ROAD / ANCHORVALE STREET (SENGKANG PLANNING AREA), SINGAPORE",Ministry of Health-Ministry Headquarter,7/7/2016,Awarded to Suppliers,Gleason Advertising Pte Ltd,2899500
HLTHQ0ETT16000014,"INVITATION TO TENDER FOR THE PROVISION OF MULTI-DISCIPLINARY CONSULTANCY SERVICES COMPRISING OF ARCHITECTURAL, CIVIL & STRUCTURAL ENGINEERING, MECHANICAL & ELECTRICAL ENGINEERING, QUANTITY SURVEYING, PROJECT MANAGEMENT TO THE MINISTRY OF HEALTH",Ministry of Health-Ministry Headquarter,16/8/2016,Awarded to Suppliers,SQFT ARCHITECTS PTE. LTD.,1563000
HLTHQ0ETT16000015,INVITATION TO TENDER FOR THE PROVISION OF OFFICE RENOVATION WORKS TO HARROWER HALL FOR THE MINISTRY OF HEALTH (MOH),Ministry of Health-Ministry Headquarter,13/6/2016,Awarded to Suppliers,I DESIGN & BUILD PTE. LTD.,1056822.5
HLTHQ0ETT16000015,INVITATION TO TENDER FOR THE PROVISION OF OFFICE RENOVATION WORKS TO HARROWER HALL FOR THE MINISTRY OF HEALTH (MOH),Ministry of Health-Ministry Headquarter,13/6/2016,Awarded to Suppliers,IM SPACE PTE. LTD.,142985
HLTHQ0ETT16000016,"INVITATION TO TENDER FOR NOMINATED SUB-CONTRACT WORKS FOR SUPPLY AND INSTALLATION OF ELECTRICAL AND EXTRA LOW VOLTAGE SYSTEM, LIGHTING, SECURITY SYSTEM AND AUDIO VISUAL SYSTEM TO THE PROPOSED 19-STOREY COMMUNITY HOSPITAL INCLUDING THE CAMPUS LOGISTICS CENTRE, OFFICES WITH 4 BASEMENTS ON LOT 03337V MK01 (PT) AT SINGAPORE GENERAL HOSPITAL ALONG JALAN BUKIT MERAH & KAMPONG BAHRU ROAD (BUKIT MERAH PLANNING AREA)",Ministry of Health-Ministry Headquarter,21/9/2016,Awarded to Suppliers,NGEE CHENG ELECTRIC COMPANY (PRIVATE) LIMITED,98545000
HLTHQ0ETT16000017,"THE PROVISION OF SENIOR CARE CENTRE SERVICES, HOME CARE SERVICES AND ACTIVE AGEING SERVICES FOR ACTIVE AGEING HUBS AT KALLANG/WHAMPOA",Ministry of Health-Ministry Headquarter,27/10/2016,Awarded to Suppliers,KWONG WAI SHIU HOSPITAL,1
